@relation marketing_training_predicted

@attribute custAge numeric
@attribute profession {admin.,blue-collar,technician,management,services,unemployed,housemaid,unknown,self-employed,retired,student,entrepreneur}
@attribute marital {single,married,divorced,unknown}
@attribute schooling {university.degree,high.school,basic.4y,basic.9y,professional.course,basic.6y,unknown,illiterate}
@attribute default {unknown,no,yes}
@attribute housing {no,yes,unknown}
@attribute loan {no,yes,unknown}
@attribute contact {cellular,telephone}
@attribute month {nov,jul,may,aug,apr,jun,mar,oct,sep,dec}
@attribute day_of_week {mon,wed,tue,fri,thu}
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {nonexistent,failure,success}
@attribute emp.var.rate numeric
@attribute cons.price.idx numeric
@attribute cons.conf.idx numeric
@attribute euribor3m numeric
@attribute nr.employed numeric
@attribute pmonths numeric
@attribute pastEmail numeric
@attribute 'prediction margin' numeric
@attribute 'predicted responded' {no,yes}
@attribute responded {no,yes}

@data
?,technician,married,professional.course,unknown,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.609363,no,no
?,technician,single,university.degree,no,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.940307,no,no
40,technician,married,?,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.946795,no,no
36,self-employed,married,high.school,unknown,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.950885,no,no
53,admin.,married,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.913078,no,no
40,entrepreneur,single,high.school,no,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.838736,no,no
37,admin.,single,?,unknown,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0.918176,no,no
29,blue-collar,single,?,no,yes,yes,cellular,nov,?,5,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.92086,no,no
55,admin.,married,?,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,0.455539,no,no
?,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.895414,no,no
60,retired,divorced,professional.course,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.818403,no,no
31,services,divorced,?,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,0.901571,no,no
33,admin.,single,university.degree,no,yes,yes,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,1,0.87436,no,no
27,admin.,single,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,999,0,0.295564,no,no
?,admin.,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,0.786053,no,no
73,retired,married,?,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,999,0,0.277382,no,no
?,admin.,divorced,?,no,unknown,unknown,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.905154,no,no
?,services,single,high.school,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,0.365867,no,no
41,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.935566,no,no
28,technician,married,professional.course,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.929151,no,no
47,blue-collar,married,unknown,unknown,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0.896071,no,no
35,admin.,single,?,no,no,yes,telephone,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0.960628,no,no
46,management,married,basic.6y,unknown,no,yes,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.912563,no,no
31,blue-collar,married,?,no,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,999,1,0.675054,no,no
35,services,divorced,?,no,yes,yes,telephone,may,?,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.954149,no,no
56,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.928898,no,no
54,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.940919,no,no
?,admin.,single,high.school,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,0.714137,no,no
35,admin.,married,university.degree,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.928548,no,no
?,services,single,high.school,no,yes,no,telephone,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.929681,no,no
25,services,married,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.886392,no,no
34,admin.,married,high.school,unknown,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.921629,no,no
?,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,0.878765,no,no
33,admin.,married,university.degree,unknown,no,no,cellular,aug,?,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.938355,no,no
44,technician,married,?,no,yes,yes,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0.93303,no,no
?,admin.,single,?,no,yes,yes,telephone,aug,thu,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,0.973182,no,no
58,retired,married,?,unknown,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.928034,no,no
32,blue-collar,married,?,no,no,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.498,5099.1,999,1,0.677424,no,no
33,technician,married,professional.course,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,0.803775,no,no
?,technician,married,professional.course,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.870318,no,no
76,retired,married,?,no,no,yes,cellular,mar,thu,9,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,999,0,0.202538,no,no
33,technician,single,professional.course,no,yes,yes,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,0.832247,no,no
35,blue-collar,single,high.school,no,yes,yes,telephone,may,?,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,0.925203,no,no
32,services,married,basic.9y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.948375,no,no
33,admin.,married,high.school,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.919078,no,no
42,blue-collar,single,basic.4y,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.785948,no,no
39,admin.,married,university.degree,unknown,no,no,telephone,jul,thu,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,0.97139,no,no
40,housemaid,single,university.degree,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.929745,no,no
?,blue-collar,single,unknown,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.905498,no,no
45,housemaid,married,professional.course,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.96501,no,no
35,services,married,basic.6y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.915996,no,no
29,technician,single,basic.9y,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,0.831364,no,no
58,management,married,university.degree,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.936123,no,no
47,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.908509,no,no
?,admin.,single,?,no,yes,no,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.930319,no,no
?,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.845327,no,no
?,admin.,single,university.degree,no,no,no,cellular,aug,?,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.91864,no,no
49,entrepreneur,married,university.degree,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.504339,no,no
68,retired,married,basic.4y,no,no,no,cellular,aug,mon,1,999,2,failure,-2.9,92.201,-31.4,0.861,5076.2,999,8,0.817329,no,no
49,management,married,basic.4y,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.942736,no,no
44,admin.,married,?,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.870104,no,no
33,technician,single,university.degree,no,no,no,cellular,aug,?,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.938298,no,no
30,technician,divorced,professional.course,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.877701,no,no
35,management,single,?,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,0.704492,no,no
33,housemaid,unknown,?,no,no,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999,0,1,no,no
40,admin.,married,?,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.865318,no,no
46,services,married,?,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.892275,no,no
?,admin.,married,high.school,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999,0,0.867094,no,no
36,technician,divorced,?,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.919416,no,no
33,services,single,high.school,no,yes,no,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,999,0,0.161413,no,no
40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,?,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.928944,no,no
35,technician,married,professional.course,no,yes,no,telephone,jun,thu,31,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,0.97037,no,no
55,self-employed,married,?,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.770045,no,no
?,self-employed,married,?,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0.909265,no,no
30,blue-collar,single,?,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-1.1,94.767,-50.8,1.049,4963.6,999,0,0.230969,no,no
30,admin.,single,high.school,no,yes,no,cellular,may,?,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,0.761517,no,no
30,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,29,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,0.966191,no,no
42,housemaid,married,basic.9y,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,0.934678,no,no
50,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.903693,no,no
?,technician,married,university.degree,no,no,no,telephone,may,?,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.95306,no,no
?,services,single,high.school,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.936485,no,no
36,blue-collar,single,?,unknown,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.945769,no,no
?,services,married,university.degree,no,yes,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0.903385,no,no
33,unemployed,single,university.degree,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,0.890946,no,no
26,student,single,?,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999,0,0.640702,no,no
54,management,married,?,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,0.762115,no,no
30,technician,married,professional.course,no,yes,yes,telephone,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.968231,no,no
?,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,0.1,1,0.014975,no,no
27,admin.,single,university.degree,no,yes,no,cellular,aug,?,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,999,0,0.389026,no,no
26,management,single,?,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,1,0.846031,no,no
32,admin.,single,university.degree,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,999,0,0.697621,no,no
30,services,single,professional.course,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.437071,no,no
33,management,single,university.degree,no,yes,no,telephone,nov,thu,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,0,0.972923,no,no
29,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.853922,no,no
47,admin.,married,?,no,yes,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.936144,no,no
47,management,married,high.school,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0.883334,no,no
42,technician,married,university.degree,no,no,yes,cellular,aug,?,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.947419,no,no
36,services,single,basic.6y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.941354,no,no
30,blue-collar,married,?,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.923497,no,no
30,technician,married,university.degree,no,no,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.933725,no,no
39,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,999,0,0.483542,no,no
39,admin.,married,?,unknown,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,3,0.77305,no,no
43,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.937747,no,no
55,services,divorced,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.885882,no,no
?,blue-collar,divorced,basic.9y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.923919,no,no
31,management,married,university.degree,no,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.883507,no,no
23,technician,single,?,no,no,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.950428,no,no
46,admin.,married,?,unknown,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0.929423,no,no
?,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,0.919326,no,no
?,admin.,married,professional.course,unknown,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.618808,no,no
?,services,single,university.degree,no,yes,yes,cellular,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,0.844592,no,no
32,blue-collar,married,?,no,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,0.729298,no,no
44,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.918298,no,no
37,admin.,married,?,unknown,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.793802,no,no
41,unemployed,married,basic.9y,unknown,yes,no,telephone,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,4,0.927884,no,no
?,technician,married,high.school,no,no,no,cellular,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,999,0,0.205758,no,no
49,technician,married,?,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,0.936994,no,no
32,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,0.948188,no,no
31,admin.,single,university.degree,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0.87098,no,no
?,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,5,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,0.774126,no,no
?,blue-collar,married,professional.course,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.892227,no,no
23,services,single,high.school,no,no,no,telephone,jun,thu,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.925823,no,no
32,admin.,married,university.degree,no,yes,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,999,0,-0.121072,yes,no
28,admin.,single,university.degree,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.400363,no,no
52,housemaid,divorced,high.school,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0.950634,no,no
31,admin.,married,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.85855,no,no
48,management,married,university.degree,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,0.867548,no,no
44,admin.,married,high.school,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.91729,no,no
34,services,single,high.school,no,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.800316,no,no
29,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.942444,no,no
?,housemaid,married,basic.4y,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,0.962921,no,no
30,unknown,married,university.degree,no,yes,no,cellular,aug,?,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,0.952001,no,no
40,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,0.804237,no,no
?,admin.,single,high.school,no,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,6,0.898593,no,no
38,blue-collar,divorced,unknown,no,yes,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0.938327,no,no
49,self-employed,divorced,?,unknown,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,999,0,0.624392,no,no
34,admin.,married,university.degree,no,no,no,cellular,may,fri,1,999,2,failure,-1.8,93.876,-40,0.695,5008.7,999,4,0.512987,no,no
?,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.892799,no,no
29,technician,single,university.degree,no,no,no,cellular,jun,thu,1,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,0.1,2,-0.421149,yes,no
41,entrepreneur,married,basic.4y,no,no,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,999,0,0.942511,no,no
30,blue-collar,married,basic.6y,no,yes,no,cellular,jul,?,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.856203,no,no
45,self-employed,married,?,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.890198,no,no
25,blue-collar,single,basic.9y,unknown,no,no,telephone,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.957538,no,no
26,technician,single,high.school,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.909498,no,no
41,unemployed,single,high.school,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.850663,no,no
44,services,married,?,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.923789,no,no
?,services,married,high.school,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.896754,no,no
42,admin.,married,?,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.920381,no,no
33,technician,married,high.school,no,yes,no,cellular,aug,?,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.939319,no,no
36,technician,married,professional.course,no,no,no,cellular,aug,?,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.931822,no,no
34,admin.,single,university.degree,no,no,yes,cellular,aug,?,1,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,999,4,0.758403,no,no
47,blue-collar,married,?,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.911248,no,no
43,technician,married,professional.course,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.927147,no,no
38,self-employed,married,?,no,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,0.934676,no,no
26,services,single,high.school,no,no,no,telephone,may,?,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.936874,no,no
44,management,married,?,no,yes,no,cellular,mar,thu,3,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,999,0,0.147374,no,no
39,admin.,married,high.school,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.552739,no,no
43,technician,married,professional.course,no,yes,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0.959459,no,no
?,entrepreneur,married,?,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.896735,no,no
45,housemaid,divorced,university.degree,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.949143,no,no
35,management,single,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999,0,0.912502,no,no
?,admin.,married,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.920048,no,no
49,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.924059,no,no
41,technician,single,?,no,yes,no,telephone,aug,wed,13,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.978308,no,no
45,services,married,high.school,unknown,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,1,0.828573,no,no
33,admin.,single,university.degree,no,yes,no,telephone,may,wed,13,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.938038,no,no
32,admin.,married,basic.9y,no,no,no,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.953323,no,no
?,management,single,university.degree,no,no,no,cellular,jul,fri,4,16,1,success,-1.7,94.215,-40.3,0.896,4991.6,0.533333,0,-0.837498,yes,no
35,admin.,married,?,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0.90572,no,no
44,services,married,?,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,0.927012,no,no
30,services,single,university.degree,no,yes,no,cellular,nov,?,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,0.918649,no,no
?,technician,married,?,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.924141,no,no
30,technician,married,university.degree,unknown,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.950351,no,no
34,technician,married,?,no,yes,yes,cellular,sep,fri,1,6,3,success,-1.1,94.199,-37.5,0.883,4963.6,0.2,6,-0.368126,yes,no
49,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,?,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,999,0,0.964873,no,no
41,admin.,single,university.degree,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.941208,no,no
?,blue-collar,married,?,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.839574,no,no
41,admin.,single,university.degree,no,no,yes,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,3,0.887384,no,no
?,technician,married,?,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,0.919038,no,no
