id	custAge	profession	marital	schooling	default	housing	loan	contact	month	day_of_week	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	pmonths	pastEmail	'prediction	'predicted	responded
2753	50	retired	married	professional.course	no	yes	yes	cellular	jul	?	5	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.867319	no	no
2754	30	admin.	single	basic.9y	no	no	no	cellular	nov	?	2	999	1	failure	-0.1	93.2	-42	4.076	5195.8	999	0	0.96191	no	no
2755	36	technician	married	?	no	yes	no	cellular	jul	?	3	999	0	nonexistent	-2.9	92.469	-33.6	1.029	5076.2	999	0	0.557485	no	no
2756	55	retired	married	?	no	yes	no	cellular	aug	fri	1	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.868026	no	no
2757	47	blue-collar	married	?	unknown	no	no	cellular	may	wed	1	999	0	nonexistent	-1.8	92.893	-46.2	1.334	5099.1	999	0	0.760996	no	no
2758	49	admin.	single	high.school	no	no	no	cellular	oct	fri	1	999	1	failure	-3.4	92.431	-26.9	0.739	5017.5	999	4	0.430238	no	no
2759	46	blue-collar	single	basic.4y	unknown	yes	no	telephone	jul	wed	6	999	0	nonexistent	1.4	93.918	-42.7	4.957	5228.1	999	0	0.965885	no	no
2760	45	technician	married	university.degree	unknown	yes	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.947824	no	no
2761	?	admin.	single	university.degree	no	yes	no	cellular	may	thu	4	999	1	failure	-1.8	92.893	-46.2	1.327	5099.1	999	0	0.859074	no	no
2762	39	technician	married	high.school	no	no	no	cellular	jul	thu	9	999	0	nonexistent	1.4	93.918	-42.7	4.968	5228.1	999	0	0.911344	no	no
2763	39	services	divorced	?	no	no	no	telephone	jun	thu	1	999	0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	999	0	0.892356	no	no
2764	29	admin.	single	university.degree	no	no	no	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.344	5099.1	999	0	0.713559	no	no
2765	42	services	married	?	no	no	no	telephone	jun	mon	4	999	0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	999	0	0.916687	no	no
2766	45	services	married	professional.course	no	yes	no	cellular	jul	mon	23	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.948943	no	no
2767	47	services	married	?	no	no	no	telephone	jun	?	1	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	999	0	0.906168	no	no
2768	37	services	single	high.school	no	yes	no	telephone	may	tue	9	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.943715	no	no
2769	46	admin.	married	high.school	no	yes	no	cellular	jul	mon	11	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.915076	no	no
2770	24	housemaid	married	?	no	yes	no	cellular	may	wed	4	999	0	nonexistent	-1.8	92.893	-46.2	1.281	5099.1	999	0	0.827565	no	no
2771	?	blue-collar	single	basic.4y	no	yes	no	cellular	may	tue	2	999	1	failure	-1.8	92.893	-46.2	1.344	5099.1	999	2	0.885425	no	no
2772	?	admin.	single	university.degree	no	no	no	cellular	apr	thu	1	999	0	nonexistent	-1.8	93.075	-47.1	1.365	5099.1	999	0	0.431703	no	no
2773	44	blue-collar	married	basic.9y	unknown	no	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.938904	no	no
2774	?	admin.	married	?	no	yes	no	cellular	may	?	4	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	999	0	0.800395	no	no
2775	?	services	married	high.school	no	no	no	cellular	jul	wed	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.863773	no	no
2776	31	technician	married	professional.course	no	no	no	cellular	apr	mon	3	999	1	failure	-1.8	93.075	-47.1	1.466	5099.1	999	0	0.788012	no	no
2777	?	services	married	basic.9y	no	yes	no	telephone	jun	mon	1	999	0	nonexistent	-2.9	92.963	-40.8	1.266	5076.2	999	0	0.774466	no	no
2778	54	services	married	unknown	no	no	no	telephone	may	?	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.924243	no	no
2779	48	services	married	?	unknown	no	no	cellular	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	999	0	0.896174	no	no
2780	58	entrepreneur	divorced	university.degree	no	no	no	telephone	jun	thu	2	999	0	nonexistent	1.4	94.465	-41.8	4.866	5228.1	999	0	0.827857	no	no
2781	40	technician	married	professional.course	unknown	yes	no	cellular	aug	mon	3	999	0	nonexistent	1.4	93.444	-36.1	4.97	5228.1	999	0	0.949451	no	no
2782	38	admin.	single	university.degree	no	yes	no	telephone	may	fri	1	999	0	nonexistent	1.1	93.994	-36.4	4.864	5191	999	0	0.907875	no	no
2783	38	blue-collar	married	?	no	no	no	cellular	nov	thu	2	999	0	nonexistent	-0.1	93.2	-42	4.076	5195.8	999	0	0.891066	no	no
2784	?	management	single	high.school	no	no	no	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.851396	no	no
2785	30	student	single	?	unknown	no	no	telephone	may	?	3	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.925048	no	no
2786	?	services	married	high.school	no	yes	no	telephone	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.948987	no	no
2787	?	admin.	divorced	high.school	no	no	no	cellular	may	?	1	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	999	0	0.796764	no	no
2788	46	technician	divorced	university.degree	no	no	yes	cellular	jul	fri	3	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.901599	no	no
2789	27	blue-collar	single	?	no	yes	no	cellular	jul	mon	1	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	999	0	0.846556	no	no
2790	58	management	married	university.degree	no	yes	no	cellular	nov	thu	1	999	0	nonexistent	-1.1	94.767	-50.8	1.041	4963.6	999	0	0.387651	no	no
2791	51	housemaid	married	basic.9y	no	yes	no	cellular	jul	tue	2	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	999	0	0.906767	no	no
2792	?	blue-collar	married	?	unknown	no	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.928993	no	no
2793	?	retired	married	?	unknown	yes	no	cellular	jul	?	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.880098	no	no
2794	33	services	divorced	?	no	no	yes	cellular	jul	mon	2	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	999	0	0.914507	no	no
2795	32	admin.	single	?	no	no	no	cellular	aug	wed	3	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.894225	no	no
2796	34	blue-collar	married	basic.9y	no	yes	no	cellular	apr	fri	1	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.482486	no	no
2797	50	services	divorced	basic.4y	unknown	no	no	telephone	jun	tue	4	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	999	0	0.946844	no	no
2798	48	blue-collar	married	basic.4y	unknown	yes	no	cellular	nov	tue	1	999	0	nonexistent	-0.1	93.2	-42	4.153	5195.8	999	0	0.93683	no	no
2799	?	admin.	single	university.degree	no	yes	no	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	999	0	0.702798	no	no
2800	53	retired	married	basic.4y	unknown	yes	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42	4.191	5195.8	999	0	0.943529	no	no
2801	?	blue-collar	married	?	unknown	no	yes	cellular	nov	fri	1	999	0	nonexistent	-0.1	93.2	-42	4.021	5195.8	999	0	0.925348	no	no
2802	39	admin.	single	university.degree	unknown	yes	no	telephone	jun	mon	2	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	999	0	0.915117	no	no
2803	51	technician	divorced	professional.course	no	no	no	cellular	apr	fri	2	999	0	nonexistent	-1.8	93.075	-47.1	1.479	5099.1	999	0	0.540772	no	no
2804	32	technician	married	university.degree	no	no	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.917547	no	no
2805	46	housemaid	married	?	no	yes	no	cellular	aug	fri	1	999	0	nonexistent	-2.9	92.201	-31.4	0.881	5076.2	999	0	0.525534	no	no
2806	46	entrepreneur	married	basic.9y	no	no	no	cellular	aug	fri	1	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	999	0	0.878005	no	no
2807	29	student	married	high.school	no	no	yes	telephone	jun	tue	2	999	0	nonexistent	1.4	94.465	-41.8	4.961	5228.1	999	0	0.843237	no	no
2808	33	blue-collar	married	professional.course	no	yes	no	telephone	may	wed	4	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191	999	0	0.904573	no	no
2809	42	technician	married	basic.9y	no	no	no	telephone	jun	fri	2	999	0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	999	0	0.911082	no	no
2810	38	admin.	married	university.degree	no	no	no	cellular	aug	mon	4	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.92721	no	no
2811	53	blue-collar	married	basic.4y	no	no	no	cellular	nov	mon	1	999	0	nonexistent	-0.1	93.2	-42	4.191	5195.8	999	0	0.93233	no	no
2812	36	admin.	married	?	no	no	no	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	999	0	0.781456	no	no
2813	29	technician	single	professional.course	no	no	no	cellular	nov	fri	3	999	0	nonexistent	-0.1	93.2	-42	4.021	5195.8	999	0	0.90912	no	no
2814	?	admin.	married	?	no	no	no	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.849903	no	no
2815	30	admin.	single	university.degree	unknown	no	yes	telephone	may	fri	4	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.949041	no	no
2816	47	admin.	married	?	unknown	yes	yes	cellular	apr	fri	2	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.631216	no	no
2817	28	blue-collar	single	?	no	no	no	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191	999	0	0.89876	no	no
2818	29	blue-collar	single	?	unknown	yes	no	cellular	jul	tue	1	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	999	0	0.856322	no	no
2819	54	admin.	single	university.degree	no	yes	no	cellular	aug	wed	9	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	999	0	0.911744	no	no
2820	40	management	married	university.degree	no	no	no	cellular	aug	?	1	999	1	failure	-2.9	92.201	-31.4	0.884	5076.2	999	2	0.73103	no	no
2821	37	blue-collar	married	?	no	yes	no	cellular	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42	4.12	5195.8	999	0	0.879411	no	no
2822	?	admin.	married	university.degree	no	yes	no	telephone	aug	?	7	999	0	nonexistent	1.4	93.444	-36.1	4.965	5228.1	999	0	0.975511	no	no
2823	54	entrepreneur	married	university.degree	no	yes	no	cellular	nov	wed	2	4	1	success	-0.1	93.2	-42	4.12	5195.8	0.133333	3	0.452727	no	no
2824	35	management	married	university.degree	no	yes	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	999	0	0.903608	no	no
2825	32	management	married	university.degree	no	no	yes	cellular	may	?	1	999	0	nonexistent	-1.8	92.893	-46.2	1.244	5099.1	999	0	0.821392	no	no
2826	53	admin.	married	high.school	no	no	no	cellular	aug	wed	1	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.894557	no	no
2827	48	blue-collar	married	basic.9y	no	yes	no	telephone	may	?	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.935677	no	no
2828	42	admin.	married	professional.course	no	no	no	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.907428	no	no
2829	33	blue-collar	married	basic.9y	no	yes	yes	cellular	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	999	0	0.772193	no	no
2830	33	technician	single	basic.9y	no	yes	no	cellular	sep	fri	1	999	0	nonexistent	-3.4	92.379	-29.8	0.741	5017.5	999	0	0.054818	no	no
2831	?	admin.	married	university.degree	unknown	yes	no	cellular	aug	tue	1	999	0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	999	0	0.922637	no	no
2832	25	entrepreneur	single	high.school	no	yes	no	telephone	may	tue	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.88248	no	no
2833	40	admin.	married	university.degree	no	no	no	cellular	aug	?	1	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	999	0	0.917665	no	no
2834	?	management	single	university.degree	no	no	no	cellular	jul	thu	2	999	0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	999	0	0.84822	no	no
2835	?	services	single	high.school	no	no	no	cellular	may	wed	2	999	1	failure	-1.8	92.893	-46.2	1.281	5099.1	999	2	0.87815	no	no
2836	31	services	single	high.school	no	yes	no	telephone	may	tue	1	999	0	nonexistent	-1.8	92.893	-46.2	1.291	5099.1	999	0	0.902127	no	no
2837	?	technician	single	professional.course	no	yes	yes	cellular	aug	fri	1	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.913563	no	no
2838	46	blue-collar	single	basic.9y	unknown	no	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.877187	no	no
2839	51	technician	married	professional.course	unknown	yes	no	telephone	jun	fri	1	999	0	nonexistent	1.4	94.465	-41.8	4.967	5228.1	999	0	0.909362	no	no
2840	43	technician	divorced	professional.course	unknown	no	no	cellular	apr	mon	2	999	1	failure	-1.8	93.075	-47.1	1.405	5099.1	999	1	0.844294	no	no
2841	42	blue-collar	single	?	unknown	yes	no	cellular	may	thu	5	999	0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	999	0	0.787564	no	no
2842	37	entrepreneur	married	?	no	no	no	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	999	0	0.70382	no	no
2843	55	technician	married	basic.9y	unknown	yes	no	cellular	jul	tue	4	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	999	0	0.92356	no	no
2844	48	admin.	married	high.school	unknown	no	yes	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.948146	no	no
2845	24	admin.	single	high.school	unknown	yes	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	999	0	0.880832	no	no
2846	36	self-employed	divorced	professional.course	unknown	yes	yes	cellular	jul	tue	4	999	0	nonexistent	1.4	93.918	-42.7	4.961	5228.1	999	0	0.905393	no	no
2847	?	technician	married	?	no	no	no	telephone	may	mon	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.947198	no	no
2848	55	admin.	divorced	unknown	unknown	yes	no	telephone	jun	mon	1	999	0	nonexistent	1.4	94.465	-41.8	4.865	5228.1	999	0	0.899067	no	no
2849	31	blue-collar	married	?	no	yes	no	telephone	may	tue	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.905224	no	no
2850	36	admin.	married	?	no	yes	yes	telephone	may	thu	3	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191	999	0	0.934058	no	no
2851	31	services	divorced	high.school	no	no	no	cellular	apr	mon	1	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	0.633825	no	no
2852	24	services	single	?	no	yes	yes	telephone	may	fri	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.936136	no	no
2853	29	admin.	married	unknown	no	unknown	unknown	telephone	jun	fri	3	999	0	nonexistent	1.4	94.465	-41.8	4.959	5228.1	999	0	0.869116	no	no
2854	53	unknown	married	high.school	unknown	no	no	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191	999	0	0.973072	no	no
2855	31	blue-collar	married	basic.6y	no	yes	no	cellular	jul	fri	2	999	0	nonexistent	1.4	93.918	-42.7	4.963	5228.1	999	0	0.811695	no	no
2856	45	housemaid	married	basic.6y	unknown	no	no	telephone	may	thu	1	999	0	nonexistent	1.1	93.994	-36.4	4.86	5191	999	0	0.951949	no	no
2857	36	admin.	single	university.degree	no	no	no	cellular	aug	wed	1	999	0	nonexistent	-2.9	92.201	-31.4	0.879	5076.2	999	0	0.320075	no	no
2858	36	technician	married	professional.course	no	yes	no	cellular	may	thu	1	999	1	failure	-1.8	93.876	-40	0.677	5008.7	999	1	0.485294	no	no
2859	80	retired	divorced	basic.4y	no	no	no	cellular	oct	tue	1	999	0	nonexistent	-3.4	92.431	-26.9	0.744	5017.5	999	0	0.095905	no	no
2860	35	blue-collar	married	basic.9y	unknown	no	no	telephone	may	mon	2	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.954173	no	no
2861	?	blue-collar	married	basic.9y	unknown	no	no	cellular	jul	tue	2	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.890264	no	no
2862	48	blue-collar	divorced	?	no	yes	no	cellular	nov	mon	1	999	1	failure	-0.1	93.2	-42	4.191	5195.8	999	1	0.955165	no	no
2863	53	blue-collar	married	basic.9y	unknown	no	no	telephone	may	wed	5	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191	999	0	0.945262	no	no
2864	35	admin.	divorced	?	no	no	no	telephone	may	tue	3	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.926226	no	no
2865	38	admin.	married	high.school	no	yes	no	cellular	oct	thu	1	999	1	failure	-3.4	92.431	-26.9	0.754	5017.5	999	2	0.439456	no	no
2866	52	entrepreneur	married	basic.4y	unknown	yes	no	telephone	jun	mon	2	999	0	nonexistent	1.4	94.465	-41.8	4.96	5228.1	999	0	0.920955	no	no
2867	27	blue-collar	married	basic.9y	unknown	no	no	telephone	may	mon	3	999	0	nonexistent	1.1	93.994	-36.4	4.857	5191	999	0	0.956729	no	no
2868	34	technician	single	professional.course	no	yes	no	cellular	may	thu	2	999	0	nonexistent	-1.8	92.893	-46.2	1.266	5099.1	999	0	0.751257	no	no
2869	?	services	single	high.school	no	yes	no	telephone	may	fri	9	999	0	nonexistent	-1.8	92.893	-46.2	1.25	5099.1	999	0	0.928159	no	no
2870	?	blue-collar	married	basic.4y	unknown	yes	no	cellular	may	?	1	999	0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	999	0	0.864575	no	no
2871	59	retired	married	?	no	no	no	cellular	may	?	6	999	1	failure	-1.8	92.893	-46.2	1.354	5099.1	999	3	0.890727	no	no
2872	33	technician	married	university.degree	no	no	no	cellular	aug	?	2	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.936677	no	no
2873	34	blue-collar	single	?	no	yes	no	cellular	jul	mon	2	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.850266	no	no
2874	28	blue-collar	married	basic.9y	no	no	no	cellular	jul	thu	1	999	0	nonexistent	1.4	93.918	-42.7	4.958	5228.1	999	0	0.855212	no	no
2875	30	blue-collar	single	?	no	no	no	cellular	aug	wed	1	999	0	nonexistent	1.4	93.444	-36.1	4.964	5228.1	999	0	0.87208	no	no
2876	40	blue-collar	married	basic.4y	unknown	yes	no	cellular	jul	wed	4	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.911709	no	no
2877	49	blue-collar	married	basic.6y	unknown	yes	yes	telephone	may	wed	2	999	0	nonexistent	1.1	93.994	-36.4	4.859	5191	999	0	0.92882	no	no
2878	50	admin.	divorced	basic.9y	no	no	no	cellular	jul	mon	4	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	0.905955	no	no
2879	37	technician	divorced	professional.course	no	yes	no	cellular	apr	thu	1	999	1	failure	-1.8	93.075	-47.1	1.41	5099.1	999	2	0.755118	no	no
2880	?	admin.	married	university.degree	no	yes	no	cellular	aug	thu	3	999	0	nonexistent	1.4	93.444	-36.1	4.968	5228.1	999	0	0.906563	no	no
2881	43	admin.	married	high.school	no	yes	no	telephone	may	thu	2	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	0.922108	no	no
2882	46	admin.	divorced	?	unknown	no	no	telephone	may	wed	1	999	0	nonexistent	1.1	93.994	-36.4	4.856	5191	999	0	0.937408	no	no
2883	?	admin.	married	university.degree	no	no	no	cellular	aug	fri	2	999	0	nonexistent	1.4	93.444	-36.1	4.963	5228.1	999	0	0.902427	no	no
2884	49	blue-collar	married	basic.9y	no	yes	no	telephone	may	wed	1	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191	999	0	0.913224	no	no
2885	38	technician	single	professional.course	no	yes	no	cellular	sep	thu	3	22	1	success	-1.1	94.199	-37.5	0.879	4963.6	0.733333	4	0.569225	yes	yes
2886	?	admin.	married	university.degree	no	yes	no	cellular	may	mon	3	999	1	failure	-1.8	92.893	-46.2	1.244	5099.1	999	2	-0.898615	no	yes
2887	?	retired	married	university.degree	no	no	no	cellular	jul	mon	2	12	1	success	-1.7	94.215	-40.3	0.889	4991.6	0.4	0	0.766569	yes	yes
2888	39	admin.	married	university.degree	no	no	no	cellular	apr	?	1	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	-0.547772	no	yes
2889	45	blue-collar	married	?	no	no	no	cellular	aug	fri	2	999	0	nonexistent	1.4	93.444	-36.1	4.966	5228.1	999	0	-0.889222	no	yes
2890	42	management	married	basic.6y	no	yes	no	telephone	sep	?	3	999	0	nonexistent	-3.4	92.379	-29.8	0.778	5017.5	999	0	-0.482293	no	yes
2891	44	blue-collar	divorced	?	unknown	no	no	cellular	may	?	3	999	0	nonexistent	-1.8	92.893	-46.2	1.327	5099.1	999	0	-0.834656	no	yes
2892	?	blue-collar	divorced	?	no	yes	no	cellular	jul	thu	1	999	0	nonexistent	-2.9	92.469	-33.6	1.072	5076.2	999	0	-0.327886	no	yes
2893	?	blue-collar	married	basic.9y	no	yes	no	cellular	may	mon	1	999	1	failure	-1.8	92.893	-46.2	1.354	5099.1	999	3	-0.90062	no	yes
2894	?	admin.	married	?	no	no	no	cellular	may	?	3	999	1	failure	-1.8	92.893	-46.2	1.281	5099.1	999	3	-0.904734	no	yes
2895	?	admin.	single	university.degree	no	yes	no	telephone	dec	wed	1	999	0	nonexistent	-3	92.713	-33	0.715	5023.5	999	0	-0.331784	no	yes
2896	?	services	married	?	no	yes	no	cellular	mar	thu	1	999	0	nonexistent	-1.8	93.369	-34.8	0.65	5008.7	999	0	0.156072	yes	yes
2897	32	blue-collar	single	high.school	no	no	no	telephone	jun	?	3	999	0	nonexistent	1.4	94.465	-41.8	4.864	5228.1	999	0	-0.882706	no	yes
2898	80	retired	divorced	basic.4y	no	yes	yes	cellular	apr	thu	1	10	2	success	-1.8	93.749	-34.6	0.644	5008.7	0.333333	10	0.440969	yes	yes
2899	?	management	married	university.degree	no	no	no	cellular	nov	wed	3	999	0	nonexistent	-3.4	92.649	-30.1	0.715	5017.5	999	0	-0.404945	no	yes
2900	33	technician	married	unknown	no	yes	yes	cellular	sep	thu	1	9	3	failure	-1.1	94.199	-37.5	0.879	4963.6	0.3	3	0.240299	yes	yes
2901	66	retired	single	basic.4y	no	yes	no	cellular	nov	tue	3	999	0	nonexistent	-3.4	92.649	-30.1	0.715	5017.5	999	0	-0.370844	no	yes
2902	26	admin.	single	high.school	no	yes	no	cellular	apr	mon	1	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	-0.533217	no	yes
2903	?	services	divorced	high.school	no	yes	no	telephone	may	thu	2	999	0	nonexistent	1.1	93.994	-36.4	4.855	5191	999	0	-0.93688	no	yes
2904	26	technician	single	university.degree	no	no	no	cellular	oct	wed	1	999	0	nonexistent	-1.1	94.601	-49.5	0.959	4963.6	999	0	-0.092623	no	yes
2905	28	blue-collar	single	basic.9y	no	no	no	cellular	jul	fri	9	999	0	nonexistent	1.4	93.918	-42.7	4.962	5228.1	999	0	-0.882386	no	yes
2906	45	admin.	divorced	?	no	no	no	telephone	may	?	3	999	0	nonexistent	1.1	93.994	-36.4	4.858	5191	999	0	-0.939964	no	yes
2907	75	retired	married	?	no	no	no	cellular	mar	mon	2	999	1	failure	-1.8	93.369	-34.8	0.639	5008.7	999	0	-0.07198	no	yes
2908	18	student	single	high.school	no	no	no	cellular	may	fri	1	999	1	failure	-1.8	92.893	-46.2	1.259	5099.1	999	3	-0.810496	no	yes
2909	26	admin.	single	?	no	no	no	telephone	oct	fri	2	4	1	success	-3.4	92.431	-26.9	0.73	5017.5	0.133333	1	0.268318	yes	yes
2910	?	blue-collar	married	basic.9y	no	no	no	cellular	aug	wed	1	999	0	nonexistent	-2.9	92.201	-31.4	0.884	5076.2	999	0	-0.376199	no	yes
2911	62	retired	married	professional.course	no	yes	no	cellular	aug	tue	3	6	1	success	-2.9	92.201	-31.4	0.838	5076.2	0.2	4	0.470832	yes	yes
2912	34	unemployed	married	high.school	no	yes	no	cellular	nov	thu	2	999	0	nonexistent	-0.1	93.2	-42	4.076	5195.8	999	0	-0.917473	no	yes
2913	42	technician	married	high.school	no	yes	no	cellular	apr	thu	1	999	0	nonexistent	-1.8	93.075	-47.1	1.406	5099.1	999	0	-0.558469	no	yes
2914	23	blue-collar	single	basic.9y	no	yes	no	cellular	may	mon	1	999	0	nonexistent	-1.8	92.893	-46.2	1.299	5099.1	999	0	-0.774185	no	yes
2915	56	unknown	married	unknown	no	no	no	telephone	oct	?	1	999	0	nonexistent	-0.1	93.798	-40.4	5.045	5195.8	999	0	-0.718651	no	yes
2916	30	student	single	?	no	no	no	cellular	aug	tue	3	999	1	failure	-1.7	94.027	-38.3	0.899	4991.6	999	2	0.088942	yes	yes
2917	?	admin.	married	university.degree	no	yes	no	cellular	may	fri	1	999	0	nonexistent	-1.8	92.893	-46.2	1.259	5099.1	999	0	-0.729556	no	yes
2918	?	management	married	university.degree	unknown	yes	no	cellular	jul	mon	3	999	0	nonexistent	1.4	93.918	-42.7	4.96	5228.1	999	0	-0.917034	no	yes
2919	31	blue-collar	married	basic.6y	unknown	no	no	cellular	may	thu	1	6	1	success	-1.8	92.893	-46.2	1.266	5099.1	0.2	1	-0.152229	no	yes
2920	62	retired	married	unknown	no	no	no	cellular	aug	fri	4	999	0	nonexistent	-2.9	92.201	-31.4	0.869	5076.2	999	0	-0.195027	no	yes
2921	?	student	single	unknown	no	yes	no	cellular	apr	fri	1	999	0	nonexistent	-1.8	93.075	-47.1	1.405	5099.1	999	0	-0.118081	no	yes
2922	28	admin.	single	high.school	no	no	no	cellular	jun	?	1	999	0	nonexistent	-2.9	92.963	-40.8	1.26	5076.2	999	0	-0.342206	no	yes
2923	42	services	married	?	no	no	no	cellular	may	fri	1	999	1	failure	-1.8	92.893	-46.2	1.25	5099.1	999	0	-0.873107	no	yes
2924	50	technician	married	high.school	no	yes	no	cellular	dec	mon	1	999	1	failure	-3	92.713	-33	0.717	5023.5	999	1	-0.463136	no	yes
2925	38	management	married	unknown	unknown	no	no	telephone	jun	wed	9	999	0	nonexistent	1.4	94.465	-41.8	4.962	5228.1	999	0	-0.911499	no	yes
2926	?	management	married	university.degree	no	yes	no	telephone	nov	wed	1	999	0	nonexistent	-0.1	93.2	-42	4.663	5195.8	999	0	-0.963975	no	yes
2927	74	retired	married	?	no	yes	no	cellular	aug	wed	2	999	1	failure	-2.9	92.201	-31.4	0.879	5076.2	999	3	-0.570431	no	yes
